H	lsei/literature	2026-08-27	7f97983	15	81
A	LCC-01	two_sided	cabeus,ice,content,concentration,water,lcross,lend,wt	the measurement footprint and the sampled depth	Three measurement methods report the water-ice concentration at Cabeus crater and their central values span about an order of magnitude.	ice-grade-evidence,ice-grade-break,polar-cold-trap-water	What is the water ice concentration in the regolith at Cabeus crater?	How does LEND neutron albedo vary with relief height and average annual temperature?
A	LCC-02	two_sided	surface,exposed,ice,shadowcam,reflectance,detection,frost	the instrument detection limit and the areal extent the claim covers	Two studies by the same lead author, eight years and two instruments apart, report opposite headline results on whether water ice is exposed at the surface inside permanently shadowed regions.	polar-cold-trap-water	Is water ice exposed at the surface inside the lunar permanently shadowed regions?	What surface temperature is measured inside a lunar permanently shadowed region?
A	LCC-03	two_sided	cold,trap,traps,micro,distribution,buried,deposits,gardening,prospecting	the spatial scale the model resolves, from centimetre micro cold traps to a mining-scale deposit	Whether polar water ice is widespread, shallow and areally accessible, or buried, patchy and shuffled by cratering at the scale a mine would work.	polar-cold-trap-water,habitat-water-terrain	Is polar water ice widespread and shallow, or buried in patches at mining scale?	At what temperature is water ice stable in a lunar cold trap?
A	LCC-04	two_sided	extraction,energy,kwh,specific,sublimation,thermal,mining,microwave,luwex,water	the process boundary (extraction only, or extraction through capture and liquefaction) and the scale (bench kilograms per run, or tonnes per year)	Published specific energies for extracting water from icy lunar regolith span more than an order of magnitude and are drawn at different process boundaries and at scales separated by four orders of magnitude.	E1,kP,duty,energy-per-tonne,energy-per-kilogram,bilinear-water-law	How much energy does it take to extract a kilogram of water from lunar regolith?	What simulant did the LUWEX campaign use to stand in for icy regolith?
A	LCC-05	one_sided	capture,capturing,recovery,efficiency,yield,trap	the denominator: recovery measured against initial ice mass, or capture measured against extracted mass	What fraction of the water released from icy regolith is actually recovered, and against which denominator the fraction is reported.	captureEff,capture-derate,bilinear-water-law	What water capture efficiency has actually been demonstrated in a test?	What contaminant inhibited the cold trap during the LUWEX experiments?
A	LCC-06	two_sided	beneficiation,aqua,factorem,magnetic,electrostatic,pneumatic,separation,sublimation,power	the unconfirmed ice-morphology premise, the ground-plastic analogue that stood in for ice, and the throughput of each architecture being compared	Whether mechanical and electrostatic beneficiation of ice grains needs far less surface power than thermal sublimation, and what the power-reduction figure is conditional on.	energy-per-tonne,capture-derate	Does mechanical beneficiation of lunar ice grains need less surface power than thermal sublimation?	What magnetic susceptibility does olivine have at permanently shadowed region temperature?
A	LCC-07	two_sided	oxygen,o2,lox,carbothermal,ilmenite,reduction,kwh,energy,yield,electrolysis	thermal energy against electrical energy, and the boundary (reactor only, or end-to-end through liquefaction and storage)	Published specific energies for lunar oxygen production run from about 24 to about 93 kWh per kilogram, and two NASA sources on the same carbothermal programme two years apart report incompatible yields.	oxygen-extraction-energy	How many kilowatt hours does it take to produce a kilogram of oxygen from lunar regolith?	What temperature does carbothermal reduction of lunar regolith run at?
A	LCC-08	false_pair	ilmenite,mare,highland,feedstock,beneficiation,mre,electrolysis,polar,regolith	the feedstock the route requires: ilmenite-rich mare regolith, any regolith, or any silicate	Oxygen production routes state their energy per kilogram against different feedstocks, and every landing site in this corpus architecture studies is polar highland terrain.	bound-oxygen-mare,oxygen-extraction-energy	Does the ilmenite reduction energy figure apply at a south polar landing site?	At what temperature does molten regolith electrolysis operate?
A	LCC-09	two_sided	illumination,illuminated,sunlight,shackleton,solar,power,shadow,polar	illuminated ground area against extractable electrical power, and the observer height above local topography	How much sunlight the lunar south pole receives is answered by image-derived and by terrain-model methods that disagree at the same points, and how much electrical power that sunlight yields is a different quantity again.	persistently-lit-terrain,solar-mass-allocation,storage-specific-energy	How much solar power is available at the lunar south pole?	How long a shadow does a one metre boulder cast near the lunar pole?
A	LCC-10	two_sided	fission,reactor,solar,kwe,storage,night,battery,krusty,kilopower,power	the site latitude and the darkness duration the storage is sized for	Whether the energy storage needed to carry a lunar night cancels the mass advantage that solar arrays hold over a fission reactor per kilowatt electric.	fFis,fSol,fission-specific-power,solar-mass-allocation,zero-intercept-mass-law,storage-specific-energy	Is fission or solar with storage lighter per kilowatt at the lunar south pole?	What fuel enrichment does the KRUSTY reactor use?
A	LCC-11	false_pair	landed,cost,launch,starship,clps,delivery,price,leo,transportation,kilogram	the destination the price is quoted to, low Earth orbit or the lunar surface, and whether the figure is an analyst estimate, a modelling scenario, or a contracted price	Dollar-per-kilogram figures in this corpus are quoted to two different destinations that differ by roughly three orders of magnitude, and are read as if they were the same quantity.	ladder-range-and-floor,shared-flight-price,clps-small-lander-cost,leo-to-surface-multiplier	What does it cost to land a kilogram on the lunar surface?	How many CLPS task orders have flown and which vendors carried them?
A	LCC-12	two_sided	breakeven,propellant,price,commercial,business,hurdle,revenue,demand	the assumed propellant price, the assumed annual demand, and the discount rate	Whether the lunar propellant business case closes, and under whose assumed price, volume and cost of capital.	industrial-plant-price,break-even-sales-price,offtake-record,product-payback-ranking	Does the lunar propellant business case close?	What annual propellant demand did the Evolvable Mars Campaign assume?
A	LCC-13	two_sided	helium,fusion,deuterium,tritium,detectors,implanted,regolith	the market named, deuterium and helium-3 fusion power or terrestrial neutron detection, and the annual volume that market consumes	What demand a lunar helium-3 supply would serve: the deuterium and helium-3 fusion power market these mining studies name, or the terrestrial neutron-detector market this corpus quantifies.	helium-procurement-energy	Who would buy lunar helium-3?	What isotopic separation technique recovers helium-3 from evolved lunar gases?
A	LCC-14	one_sided	sintering,sintered,microwave,construction,strength,energy,regolith	whether the figure is metered whole-process electrical energy at bench scale, or a modelled sintering energy flux inside a system boundary the source draws	What energy it takes to sinter a kilogram of lunar regolith into a construction product.	eSinter,ySinter,op_const,sintering-specific-energy,sintering-yield	How much energy does it take to sinter a kilogram of lunar regolith?	What compressive strength does a laser-melted regolith paving tile reach?
A	LCC-15	two_sided	excavation,excavator,excavators,excavating,bucket,drum,regolith,tons,rate	the gravity, duration and wear accumulation of the demonstration, against an annualised rate normalised to plant mass	How much regolith a lunar excavator moves, and at what technology readiness the excavation step actually stands.	kExc,throughput-coefficient,productive-plant-mass	How much regolith can a lunar excavator move in a year?	How deep can a low-mass excavator cut in lunar gravity?
M	LCC-01	A	colaprete-2010-lcross-water.md	Mean water concentration 5.6 plus or minus 2.9 percent by mass across three post-impact averaging periods, derived as a water-to-dust mass ratio inside the spectrometer field of view; the paper states no excavation depth or sampled volume anywhere.
M	LCC-01	A	colaprete-2010-lcross-ejecta-water-detection.md	A second summary of the same Colaprete 2010 paper; both leaves are named so that the invariant cannot be satisfied by whichever member tokenizes better. Records that the denominator is a radiative-transfer dust mass of about 2175 kg, not a weighed regolith sample.
M	LCC-01	B	litvak-2024-lend-cabeus-water-ice.md	Subsurface water-ice content averaged over Cabeus-1 is 0.49 plus or minus 0.05 percent by mass, maximum about 0.7 percent at the crater bottom where the LCROSS impact site sits; collimated neutron, 2009 to 2023, model-derived from neutron suppression.
M	LCC-01	C	luchsinger-2021-lcross-water-modeling.md	Re-modelling the same LCROSS plume gives 8.2 wt% at an assumed regolith density of 1.5 g/cm3 or 4.3 wt% at 3.0 g/cm3, so the derived concentration moves by a factor of two on an assumption the observation does not constrain.
M	LCC-02	A	li-2018-surface-exposed-water-ice.md	Reports direct evidence of surface-exposed water ice in the polar regions from Moon Mineralogy Mapper reflectance, at low abundance and in patches.
M	LCC-02	B	li-2026-shadowcam-psr-water-ice.md	ShadowCam finds no evidence of widespread surface water ice above a detection limit of 20 to 30 wt%, identifies a few small locations possibly above 10 wt%, does not rule out widespread ice at lower content, and states that a detection limit below 1 wt% is what would settle it.
M	LCC-03	A	hayne-2020-micro-cold-traps.md	Micro cold traps hold roughly 10 to 20 percent of the Moon permanent water cold-trap area, bringing the total to about 40,000 km2, which implies polar water is more accessible than large-crater estimates alone suggest.
M	LCC-03	B	cannon-2020-lunar-ice-geologic-model.md	A geologic model at mining scales in which ice is buried beneath dry overburden, patchy in lateral extent, and repeatedly shuffled by impact gardening.
M	LCC-03	C	schorghofer-2026-current-theories-lunar-ice.md	The standard cold-trap model is consistent with the major observational constraints, with a few less-established observational claims unaccounted for; names the key measurements still needed.
M	LCC-04	A	sowers-2019-thermal-mining-ice.md	Solar thermal sublimation under a capture tent; the article states no specific-energy figure, and roughly 1.3 to 2.7 kWh/kg is derivable from its own power-versus-concentration figures at 4 wt% and 1,600 t/yr, extraction only, concept level.
M	LCC-04	A	sowers-2019-psr-ice-mining.md	Same author and year cluster, named so the invariant cannot be satisfied by the member that tokenizes best rather than the one carrying the claim.
M	LCC-04	A	sowers-2019-thermal-mining-niac.md	Same author and year cluster, named for the same reason.
M	LCC-04	A	sowers-2019-thermal-mining-niac-report.md	Same author and year cluster, named for the same reason.
M	LCC-04	B	kiewiet-2026-luwex-water-extraction.md	Measured recovery energy efficiency 22.88 to 66.33 g/kWh, equivalently about 15 to 44 kWh/kg, for an integrated extraction, capture and liquefaction chain at up to 13 kg of simulant per run at 5 wt% ice, targeting TRL 4 in hardware the source says approached TRL 5 conditions.
M	LCC-04	C	wang-2025-microwave-water-production.md	Microwave heating of a 70 mm by 70 mm cryogenic simulant cylinder gives an energy cost of 1.9 to 10.0 W.h/g at 800 W, extraction only; collection ratio is 24 to 48 percent against an extraction ratio of 76 to 96 percent, and the bench runs at positive pressure rather than vacuum.
M	LCC-05	A	kiewiet-2026-luwex-water-extraction.md	Water recovery of 50 to 73 percent and capture percentages up to 89 percent across four runs; recovery percentage is recovered mass over initial ice mass while capture percentage is recovered over extracted, and the two are 73 and 89 percent in the same best run.
M	LCC-05	A	sanders-2025-nasa-isru-progress-review.md	PVEx reached TRL 5/6 with 43 to 56 percent water extraction at 4 to 6 wt% for a 5 cm inner-diameter, 0.5 m core; LADI targeted 75 percent extraction efficiency and was cancelled before TRL 5; capture and cleanup by cold trap and freeze distillation stand at TRL 3/4 with data to 0.1 kg/hr vapor flow.
M	LCC-05	A	sanders-2025-nasa-lunar-isru-progress-review.md	A second summary of the same Sanders and Kleinhenz 2025 deck, named so the invariant cannot be satisfied by the wrong member of the pair.
M	LCC-05	A	linne-2020-lunar-water-pilot-plant.md	A COMPASS conceptual design that assumes 75 percent water extraction and capture efficiency for an auger-dryer reactor; the figure is a design assumption in a point design, not a measurement.
M	LCC-06	A	sowers-2019-thermal-mining-ice.md	Solar thermal sublimation under a capture tent at 500 kW for 1,600 t/yr of water at 4 wt%, NIAC and Colorado School of Mines concept level, with no dependence on the physical form the ice takes.
M	LCC-06	A	sowers-2019-psr-ice-mining.md	Same author and year cluster, named so the axis cannot be satisfied by whichever member tokenizes best.
M	LCC-06	A	sowers-2019-thermal-mining-niac.md	Same author and year cluster, named for the same reason.
M	LCC-06	A	sowers-2019-thermal-mining-niac-report.md	Same author and year cluster, named for the same reason.
M	LCC-06	B	metzger-2020-aqua-factorem.md	States a 98.3 percent surface-segment power reduction, being 50 kW against the 2.8 MW of the Kornuta baseline, at an annual output of 27,900 kg of water which the report itself gives as about 1 percent of that baseline; and a separate 97.5 percent reduction against an 800 kW thermal comparison. Ground plastic sandblasting media stood in for ice in every magnetic, pneumatic and size-sorting test, the analogue electrostatic properties are stated as undetermined, and the basalt entry in the triboelectric series was set by analogy with no quantitative data.
M	LCC-06	B	metzger-2021-aqua-factorem.md	The companion report carrying the same 98.3 and 97.5 percent figures and the grain-size premise of roughly 70 micrometres from M3 or 8 micrometres from LCROSS; the third member of this cluster, metzger-2021-aqua-factorem-2.md, is a superseded duplicate held outside the corpus and is named here so its absence is recorded rather than silent.
M	LCC-07	A	leger-2025-energy-oxygen-moon.md	24.3 plus or minus 5.8 kWh per kg of liquid oxygen by hydrogen reduction of ilmenite at 10 wt% ilmenite, end-to-end from excavation through liquefaction and zero-boil-off storage, with all process heat billed as electricity.
M	LCC-07	B	colozza-2010-solar-lunar-oxygen.md	About 39 kWh per kg O2 derivable from the paper own power and rate figures at a 1,000 kg/yr carbothermal demonstration scale, of which over 82 percent is thermal and the remainder electrical; the paper states no specific-energy figure as such.
M	LCC-07	C	nasa-2023-card-carbothermal-reduction.md	Brassboard yields of 13.42, 11.53, 15.79 and 10.77 g O2 per kWh thermal across four runs, equivalently about 63 to 93 kWh per kg thermal, with no stated measurement uncertainty or replicate count and no formal TRL stated for the unit.
M	LCC-07	C	azami-2024-lunar-manufacturing-review.md	Restates the same four CaRD yields and assigns the project TRL 6, a number the CaRD deck itself does not state.
M	LCC-07	D	sanders-2025-nasa-isru-progress-review.md	Carbothermal reduction at TRL 5, greater than 20 g O2 per kW-hr thermal, equivalently under 50 kWh per kg thermal, with single melts equivalent to 140 kg O2/yr and greater than 99.7 percent carbon recovery.
M	LCC-07	D	sanders-2025-nasa-lunar-isru-progress-review.md	A second summary of the same 2025 deck, named so the invariant cannot be satisfied by the wrong member of the pair.
M	LCC-08	A	sargeant-2020-hydrogen-reduction-ilmenite-static.md	Hydrogen reduction of ilmenite in a static bed; the route needs ilmenite-rich feedstock, which is a mare mineralogy.
M	LCC-08	A	leger-2025-energy-oxygen-moon.md	The 24.3 kWh/kg figure is computed for 10 wt% ilmenite feedstock with a beneficiation enrichment factor, and the paper own site map favours High-Ti mare regions.
M	LCC-08	B	schreiner-2016-molten-regolith-electrolysis-sizing.md	Molten regolith electrolysis takes any regolith with no added reagents, so feedstock mineralogy sets efficiency rather than admissibility.
M	LCC-08	B	schreiner-2016-mre-sizing-model.md	A second summary of the same Schreiner sizing work, named so the invariant cannot be satisfied by the wrong member of the pair.
M	LCC-08	B	sibille-2012-joule-heated-mre.md	Joule-heated molten regolith electrolysis, same feedstock-agnostic premise.
M	LCC-08	C	nasa-2023-card-carbothermal-reduction.md	Carbothermal reduction takes any silicate and needs carbon recycling rather than a particular mineral.
M	LCC-08	C	colozza-2010-solar-lunar-oxygen.md	Carbothermal at 1900 C on any silicate, with an assumed O2 yield of 15 to 20 wt% independent of ilmenite content.
M	LCC-08	D	sanders-2025-nasa-isru-progress-review.md	Assigns maturity by terrain: MRE and carbothermal at TRL 5/6 for polar highland regolith, hydrogen and CO reduction at TRL 5 for mare.
M	LCC-08	D	sanders-2025-nasa-lunar-isru-progress-review.md	A second summary of the same deck, named so the invariant cannot be satisfied by the wrong member of the pair.
M	LCC-09	A	speyerer-2013-persistently-illuminated-regions.md	Image-derived from one lunar year of LROC coverage at 100 m/pixel: localized regions illuminated for nearly 94 percent of the year with a longest single eclipse of 43 hours; the image-derived values at the same nominal points are consistently lower than the coarser terrain-model values, and the study found both peaks the simulations missed and shadowed pockets they had marked as lit.
M	LCC-09	A	speyerer-2012-in-search-of-shade.md	At the most-illuminated pixel the terrain-model simulations gave 82 to 89 percent against 71 percent from the higher-resolution image-derived product, and small permanently shadowed craters sit inside the persistently illuminated rim terrain.
M	LCC-09	B	glaser-2014-south-pole-illumination.md	LOLA terrain-model simulation over the 18.6-year precessional cycle: Connecting Ridge at 92.27 percent accumulated light at 2 m above ground and 95.65 percent at 10 m, with longest continuous darkness typically 3 to 5 days.
M	LCC-09	C	ross-2023-lunar-south-pole-solar-power.md	Overshadowing of illuminated ground by sunward panels limits extractable time-averaged power to about 55 to 63 MW at greater than 70 percent illumination for panels up to 20 m, falling to about 6 MW at greater than 90 percent; illuminated area and extractable power are not the same quantity.
M	LCC-10	A	poston-2020-krusty-reactor-design.md	A 1 kWe prototype that achieved nuclear-powered operation in March 2018; the paper prints no specific-power figure in W/kg for the reactor or the system, so it constrains no mass-per-kilowatt claim.
